文件,函数,参数,注解
docs_src\parameter_types\file\tutorial005_an_py39.py,main,config,"Annotated[typer.FileText, typer.Option(mode=""a"")]"
docs_src\parameter_types\file\tutorial005_py39.py,main,config,typer.FileText
docs_src\parameter_types\index\tutorial001_py39.py,main,name,str
docs_src\parameter_types\index\tutorial001_py39.py,main,age,int
docs_src\parameter_types\index\tutorial001_py39.py,main,height_meters,float
docs_src\parameter_types\index\tutorial001_py39.py,main,female,bool
docs_src\parameter_types\number\tutorial001_an_py39.py,main,id,"Annotated[int, typer.Argument(min=0, max=1000)]"
docs_src\parameter_types\number\tutorial001_an_py39.py,main,age,"Annotated[int, typer.Option(min=18)]"
docs_src\parameter_types\number\tutorial001_an_py39.py,main,score,"Annotated[float, typer.Option(max=100)]"
docs_src\parameter_types\number\tutorial001_py39.py,main,id,int
docs_src\parameter_types\number\tutorial001_py39.py,main,age,int
docs_src\parameter_types\number\tutorial001_py39.py,main,score,float
docs_src\parameter_types\number\tutorial002_an_py39.py,main,id,"Annotated[int, typer.Argument(min=0, max=1000)]"
docs_src\parameter_types\number\tutorial002_an_py39.py,main,rank,"Annotated[int, typer.Option(max=10, clamp=True)]"
docs_src\parameter_types\number\tutorial002_an_py39.py,main,score,"Annotated[float, typer.Option(min=0, max=100, clamp=True)]"
docs_src\parameter_types\number\tutorial002_py39.py,main,id,int
docs_src\parameter_types\number\tutorial002_py39.py,main,rank,int
docs_src\parameter_types\number\tutorial002_py39.py,main,score,float
docs_src\parameter_types\number\tutorial003_an_py39.py,main,verbose,"Annotated[int, typer.Option(""--verbose"", ""-v"", count=True)]"
docs_src\parameter_types\number\tutorial003_py39.py,main,verbose,int
docs_src\parameter_types\path\tutorial001_an_py310.py,main,config,"Annotated[Path | None, typer.Option()]"
docs_src\parameter_types\path\tutorial001_an_py39.py,main,config,"Annotated[Optional[Path], typer.Option()]"
docs_src\parameter_types\path\tutorial001_py310.py,main,config,Path | None
docs_src\parameter_types\path\tutorial001_py39.py,main,config,Optional[Path]
docs_src\parameter_types\path\tutorial002_an_py39.py,main,config,"Annotated[
        Path,
        typer.Option(
            exists=True,
            file_okay=True,
            dir_okay=False,
            writable=False,
            readable=True,
            resolve_path=True,
        ),
    ]"
docs_src\parameter_types\path\tutorial002_py39.py,main,config,Path
docs_src\parameter_types\uuid\tutorial001_py39.py,main,user_id,UUID
docs_src\options\callback\tutorial001_an_py310.py,name_callback,value,str
docs_src\options\callback\tutorial001_an_py310.py,main,name,"Annotated[str | None, typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial001_an_py39.py,name_callback,value,str
docs_src\options\callback\tutorial001_an_py39.py,main,name,"Annotated[Optional[str], typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial001_py310.py,name_callback,value,str
docs_src\options\callback\tutorial001_py310.py,main,name,str | None
docs_src\options\callback\tutorial001_py39.py,name_callback,value,str
docs_src\options\callback\tutorial001_py39.py,main,name,Optional[str]
docs_src\options\callback\tutorial002_an_py310.py,name_callback,value,str
docs_src\options\callback\tutorial002_an_py310.py,main,name,"Annotated[str | None, typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial002_an_py39.py,name_callback,value,str
docs_src\options\callback\tutorial002_an_py39.py,main,name,"Annotated[Optional[str], typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial002_py310.py,name_callback,value,str
docs_src\options\callback\tutorial002_py310.py,main,name,str | None
docs_src\options\callback\tutorial002_py39.py,name_callback,value,str
docs_src\options\callback\tutorial002_py39.py,main,name,Optional[str]
docs_src\options\callback\tutorial003_an_py310.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial003_an_py310.py,name_callback,value,str
docs_src\options\callback\tutorial003_an_py310.py,main,name,"Annotated[str | None, typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial003_an_py39.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial003_an_py39.py,name_callback,value,str
docs_src\options\callback\tutorial003_an_py39.py,main,name,"Annotated[Optional[str], typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial003_py310.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial003_py310.py,name_callback,value,str
docs_src\options\callback\tutorial003_py310.py,main,name,str | None
docs_src\options\callback\tutorial003_py39.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial003_py39.py,name_callback,value,str
docs_src\options\callback\tutorial003_py39.py,main,name,Optional[str]
docs_src\options\callback\tutorial004_an_py310.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial004_an_py310.py,name_callback,param,typer.CallbackParam
docs_src\options\callback\tutorial004_an_py310.py,name_callback,value,str
docs_src\options\callback\tutorial004_an_py310.py,main,name,"Annotated[str | None, typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial004_an_py39.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial004_an_py39.py,name_callback,param,typer.CallbackParam
docs_src\options\callback\tutorial004_an_py39.py,name_callback,value,str
docs_src\options\callback\tutorial004_an_py39.py,main,name,"Annotated[Optional[str], typer.Option(callback=name_callback)]"
docs_src\options\callback\tutorial004_py310.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial004_py310.py,name_callback,param,typer.CallbackParam
docs_src\options\callback\tutorial004_py310.py,name_callback,value,str
docs_src\options\callback\tutorial004_py310.py,main,name,str | None
docs_src\options\callback\tutorial004_py39.py,name_callback,ctx,typer.Context
docs_src\options\callback\tutorial004_py39.py,name_callback,param,typer.CallbackParam
docs_src\options\callback\tutorial004_py39.py,name_callback,value,str
docs_src\options\callback\tutorial004_py39.py,main,name,Optional[str]
docs_src\options\help\tutorial001_an_py39.py,main,name,str
docs_src\options\help\tutorial001_an_py39.py,main,lastname,"Annotated[str, typer.Option(help=""Last name of person to greet."")]"
docs_src\options\help\tutorial001_an_py39.py,main,formal,"Annotated[bool, typer.Option(help=""Say hi formally."")]"
docs_src\options\help\tutorial001_py39.py,main,name,str
docs_src\options\help\tutorial001_py39.py,main,lastname,str
docs_src\options\help\tutorial001_py39.py,main,formal,bool
docs_src\options\help\tutorial002_an_py39.py,main,name,str
docs_src\options\help\tutorial002_an_py39.py,main,lastname,"Annotated[str, typer.Option(help=""Last name of person to greet."")]"
docs_src\options\help\tutorial002_an_py39.py,main,formal,"Annotated[
        bool,
        typer.Option(
            help=""Say hi formally."", rich_help_panel=""Customization and Utils""
        ),
    ]"
docs_src\options\help\tutorial002_an_py39.py,main,debug,"Annotated[
        bool,
        typer.Option(
            help=""Enable debugging."", rich_help_panel=""Customization and Utils""
        ),
    ]"
docs_src\options\help\tutorial002_py39.py,main,name,str
docs_src\options\help\tutorial002_py39.py,main,lastname,str
docs_src\options\help\tutorial002_py39.py,main,formal,bool
docs_src\options\help\tutorial002_py39.py,main,debug,bool
docs_src\options\help\tutorial003_an_py39.py,main,fullname,"Annotated[str, typer.Option(show_default=False)]"
docs_src\options\help\tutorial003_py39.py,main,fullname,str
docs_src\options\help\tutorial004_an_py39.py,main,fullname,"Annotated[
        str, typer.Option(show_default=""Deadpoolio the amazing's name"")
    ]"
docs_src\options\help\tutorial004_py39.py,main,fullname,str
docs_src\options\name\tutorial001_an_py39.py,main,user_name,"Annotated[str, typer.Option(""--name"")]"
docs_src\options\name\tutorial001_py39.py,main,user_name,str
docs_src\options\name\tutorial002_an_py39.py,main,user_name,"Annotated[str, typer.Option(""--name"", ""-n"")]"
docs_src\options\name\tutorial002_py39.py,main,user_name,str
docs_src\options\name\tutorial003_an_py39.py,main,user_name,"Annotated[str, typer.Option(""-n"")]"
docs_src\options\name\tutorial003_py39.py,main,user_name,str
docs_src\options\name\tutorial004_an_py39.py,main,user_name,"Annotated[str, typer.Option(""--user-name"", ""-n"")]"
docs_src\options\name\tutorial004_py39.py,main,user_name,str
docs_src\options\name\tutorial005_an_py39.py,main,name,"Annotated[str, typer.Option(""--name"", ""-n"")]"
docs_src\options\name\tutorial005_an_py39.py,main,formal,"Annotated[bool, typer.Option(""--formal"", ""-f"")]"
docs_src\options\name\tutorial005_py39.py,main,name,str
docs_src\options\name\tutorial005_py39.py,main,formal,bool
docs_src\options\password\tutorial001_an_py39.py,main,name,str
docs_src\options\password\tutorial001_an_py39.py,main,email,"Annotated[str, typer.Option(prompt=True, confirmation_prompt=True)]"
docs_src\options\password\tutorial001_py39.py,main,name,str
docs_src\options\password\tutorial001_py39.py,main,email,str
docs_src\options\password\tutorial002_an_py39.py,main,name,str
docs_src\options\password\tutorial002_an_py39.py,main,password,"Annotated[
        str, typer.Option(prompt=True, confirmation_prompt=True, hide_input=True)
    ]"
docs_src\options\password\tutorial002_py39.py,main,name,str
docs_src\options\password\tutorial002_py39.py,main,password,str
docs_src\options\prompt\tutorial001_an_py39.py,main,name,str
docs_src\options\prompt\tutorial001_an_py39.py,main,lastname,"Annotated[str, typer.Option(prompt=True)]"
docs_src\options\prompt\tutorial001_py39.py,main,name,str
docs_src\options\prompt\tutorial001_py39.py,main,lastname,str
docs_src\options\prompt\tutorial002_an_py39.py,main,name,str
docs_src\options\prompt\tutorial002_an_py39.py,main,lastname,"Annotated[str, typer.Option(prompt=""Please tell me your last name"")]"
docs_src\options\prompt\tutorial002_py39.py,main,name,str
docs_src\options\prompt\tutorial002_py39.py,main,lastname,str
docs_src\options\prompt\tutorial003_an_py39.py,main,project_name,"Annotated[str, typer.Option(prompt=True, confirmation_prompt=True)]"
docs_src\options\prompt\tutorial003_py39.py,main,project_name,str
docs_src\options\required\tutorial001_an_py39.py,main,name,str
docs_src\options\required\tutorial001_an_py39.py,main,lastname,"Annotated[str, typer.Option()]"
docs_src\options\required\tutorial001_py39.py,main,name,str
docs_src\options\required\tutorial001_py39.py,main,lastname,str
docs_src\options\required\tutorial002_py39.py,main,name,str
docs_src\options\required\tutorial002_py39.py,main,lastname,str
docs_src\options\version\tutorial001_an_py310.py,version_callback,value,bool
docs_src\options\version\tutorial001_an_py310.py,main,name,"Annotated[str, typer.Option()]"
docs_src\options\version\tutorial001_an_py310.py,main,version,"Annotated[
        bool | None, typer.Option(""--version"", callback=version_callback)
    ]"
docs_src\options\version\tutorial001_an_py39.py,version_callback,value,bool
docs_src\options\version\tutorial001_an_py39.py,main,name,"Annotated[str, typer.Option()]"
docs_src\options\version\tutorial001_an_py39.py,main,version,"Annotated[
        Optional[bool], typer.Option(""--version"", callback=version_callback)
    ]"
docs_src\options\version\tutorial001_py310.py,version_callback,value,bool
docs_src\options\version\tutorial001_py310.py,main,name,str
docs_src\options\version\tutorial001_py310.py,main,version,bool | None
docs_src\options\version\tutorial001_py39.py,version_callback,value,bool
docs_src\options\version\tutorial001_py39.py,main,name,str
docs_src\options\version\tutorial001_py39.py,main,version,Optional[bool]
docs_src\options\version\tutorial002_an_py310.py,version_callback,value,bool
docs_src\options\version\tutorial002_an_py310.py,name_callback,name,str
docs_src\options\version\tutorial002_an_py310.py,main,name,"Annotated[str, typer.Option(callback=name_callback)]"
docs_src\options\version\tutorial002_an_py310.py,main,version,"Annotated[
        bool | None, typer.Option(""--version"", callback=version_callback)
    ]"
docs_src\options\version\tutorial002_an_py39.py,version_callback,value,bool
docs_src\options\version\tutorial002_an_py39.py,name_callback,name,str
docs_src\options\version\tutorial002_an_py39.py,main,name,"Annotated[str, typer.Option(callback=name_callback)]"
docs_src\options\version\tutorial002_an_py39.py,main,version,"Annotated[
        Optional[bool], typer.Option(""--version"", callback=version_callback)
    ]"
docs_src\options\version\tutorial002_py310.py,version_callback,value,bool
docs_src\options\version\tutorial002_py310.py,name_callback,name,str
docs_src\options\version\tutorial002_py310.py,main,name,str
docs_src\options\version\tutorial002_py310.py,main,version,bool | None
docs_src\options\version\tutorial002_py39.py,version_callback,value,bool
docs_src\options\version\tutorial002_py39.py,name_callback,name,str
docs_src\options\version\tutorial002_py39.py,main,name,str
docs_src\options\version\tutorial002_py39.py,main,version,Optional[bool]
docs_src\options\version\tutorial003_an_py310.py,version_callback,value,bool
docs_src\options\version\tutorial003_an_py310.py,name_callback,name,str
docs_src\options\version\tutorial003_an_py310.py,main,name,"Annotated[str, typer.Option(callback=name_callback)]"
docs_src\options\version\tutorial003_an_py310.py,main,version,"Annotated[
        bool | None,
        typer.Option(""--version"", callback=version_callback, is_eager=True),
    ]"
docs_src\options\version\tutorial003_an_py39.py,version_callback,value,bool
docs_src\options\version\tutorial003_an_py39.py,name_callback,name,str
docs_src\options\version\tutorial003_an_py39.py,main,name,"Annotated[str, typer.Option(callback=name_callback)]"
docs_src\options\version\tutorial003_an_py39.py,main,version,"Annotated[
        Optional[bool],
        typer.Option(""--version"", callback=version_callback, is_eager=True),
    ]"
docs_src\options\version\tutorial003_py310.py,version_callback,value,bool
docs_src\options\version\tutorial003_py310.py,name_callback,name,str
docs_src\options\version\tutorial003_py310.py,main,name,str
docs_src\options\version\tutorial003_py310.py,main,version,bool | None
docs_src\options\version\tutorial003_py39.py,version_callback,value,bool
docs_src\options\version\tutorial003_py39.py,name_callback,name,str
docs_src\options\version\tutorial003_py39.py,main,name,str
docs_src\options\version\tutorial003_py39.py,main,version,Optional[bool]
docs_src\one_file_per_command\app_py39\users\add.py,add,name,str
docs_src\one_file_per_command\app_py39\users\delete.py,delete,name,str
docs_src\multiple_values\arguments_with_multiple_values\tutorial001_py39.py,main,files,list[Path]
docs_src\multiple_values\arguments_with_multiple_values\tutorial001_py39.py,main,celebration,str
docs_src\multiple_values\arguments_with_multiple_values\tutorial002_an_py39.py,main,names,"Annotated[
        tuple[str, str, str], typer.Argument(help=""Select 3 characters to play with"")
    ]"
docs_src\multiple_values\arguments_with_multiple_values\tutorial002_py39.py,main,names,"tuple[str, str, str]"
docs_src\multiple_values\multiple_options\tutorial001_an_py310.py,main,user,"Annotated[list[str] | None, typer.Option()]"
docs_src\multiple_values\multiple_options\tutorial001_an_py39.py,main,user,"Annotated[Optional[list[str]], typer.Option()]"
docs_src\multiple_values\multiple_options\tutorial001_py310.py,main,user,list[str] | None
docs_src\multiple_values\multiple_options\tutorial001_py39.py,main,user,Optional[list[str]]
docs_src\multiple_values\multiple_options\tutorial002_an_py39.py,main,number,"Annotated[list[float], typer.Option()]"
docs_src\multiple_values\multiple_options\tutorial002_py39.py,main,number,list[float]
docs_src\multiple_values\options_with_multiple_values\tutorial001_an_py39.py,main,user,"Annotated[tuple[str, int, bool], typer.Option()]"
docs_src\multiple_values\options_with_multiple_values\tutorial001_py39.py,main,user,"tuple[str, int, bool]"
docs_src\commands\arguments\tutorial001_py39.py,create,username,str
docs_src\commands\arguments\tutorial001_py39.py,delete,username,str
docs_src\commands\callback\tutorial001_py39.py,create,username,str
docs_src\commands\callback\tutorial001_py39.py,delete,username,str
docs_src\commands\callback\tutorial001_py39.py,main,verbose,bool
docs_src\commands\callback\tutorial002_py39.py,create,name,str
docs_src\commands\callback\tutorial003_py39.py,create,name,str
docs_src\commands\callback\tutorial004_py39.py,create,name,str
docs_src\commands\context\tutorial001_py39.py,create,username,str
docs_src\commands\context\tutorial001_py39.py,delete,username,str
docs_src\commands\context\tutorial001_py39.py,main,ctx,typer.Context
docs_src\commands\context\tutorial002_py39.py,create,username,str
docs_src\commands\context\tutorial002_py39.py,delete,username,str
docs_src\commands\context\tutorial003_py39.py,create,username,str
docs_src\commands\context\tutorial003_py39.py,delete,username,str
docs_src\commands\context\tutorial003_py39.py,main,ctx,typer.Context
docs_src\commands\context\tutorial004_py39.py,main,ctx,typer.Context
docs_src\commands\help\tutorial001_an_py39.py,create,username,str
docs_src\commands\help\tutorial001_an_py39.py,delete,username,str
docs_src\commands\help\tutorial001_an_py39.py,delete,force,"Annotated[
        bool,
        typer.Option(
            prompt=""Are you sure you want to delete the user?"",
            help=""Force deletion without confirmation."",
        ),
    ]"
docs_src\commands\help\tutorial001_an_py39.py,delete_all,force,"Annotated[
        bool,
        typer.Option(
            prompt=""Are you sure you want to delete ALL users?"",
            help=""Force deletion without confirmation."",
        ),
    ]"
docs_src\commands\help\tutorial001_py39.py,create,username,str
docs_src\commands\help\tutorial001_py39.py,delete,username,str
docs_src\commands\help\tutorial001_py39.py,delete,force,bool
docs_src\commands\help\tutorial001_py39.py,delete_all,force,bool
docs_src\commands\help\tutorial002_py39.py,create,username,str
docs_src\commands\help\tutorial002_py39.py,delete,username,str
docs_src\commands\help\tutorial003_py39.py,create,username,str
docs_src\commands\help\tutorial003_py39.py,delete,username,str
docs_src\commands\help\tutorial004_an_py39.py,create,username,"Annotated[
        str, typer.Argument(help=""The username to be [green]created[/green]"")
    ]"
docs_src\commands\help\tutorial004_an_py39.py,delete,username,"Annotated[
        str, typer.Argument(help=""The username to be [red]deleted[/red]"")
    ]"
docs_src\commands\help\tutorial004_an_py39.py,delete,force,"Annotated[
        bool, typer.Option(help=""Force the [bold red]deletion[/bold red] :boom:"")
    ]"
docs_src\commands\help\tutorial004_py39.py,create,username,str
docs_src\commands\help\tutorial004_py39.py,delete,username,str
docs_src\commands\help\tutorial004_py39.py,delete,force,bool
docs_src\commands\help\tutorial005_an_py39.py,create,username,"Annotated[str, typer.Argument(help=""The username to be **created**"")]"
docs_src\commands\help\tutorial005_an_py39.py,delete,username,"Annotated[str, typer.Argument(help=""The username to be **deleted**"")]"
docs_src\commands\help\tutorial005_an_py39.py,delete,force,"Annotated[bool, typer.Option(help=""Force the **deletion** :boom:"")]"
docs_src\commands\help\tutorial005_py39.py,create,username,str
docs_src\commands\help\tutorial005_py39.py,delete,username,str
docs_src\commands\help\tutorial005_py39.py,delete,force,bool
docs_src\commands\help\tutorial006_py39.py,create,username,str
docs_src\commands\help\tutorial006_py39.py,delete,username,str
docs_src\commands\help\tutorial006_py39.py,config,configuration,str
docs_src\commands\help\tutorial007_an_py310.py,create,username,"Annotated[str, typer.Argument(help=""The username to create"")]"
docs_src\commands\help\tutorial007_an_py310.py,create,lastname,"Annotated[
        str,
        typer.Argument(
            help=""The last name of the new user"", rich_help_panel=""Secondary Arguments""
        ),
    ]"
docs_src\commands\help\tutorial007_an_py310.py,create,force,"Annotated[bool, typer.Option(help=""Force the creation of the user"")]"
docs_src\commands\help\tutorial007_an_py310.py,create,age,"Annotated[
        int | None,
        typer.Option(help=""The age of the new user"", rich_help_panel=""Additional Data""),
    ]"
docs_src\commands\help\tutorial007_an_py310.py,create,favorite_color,"Annotated[
        str | None,
        typer.Option(
            help=""The favorite color of the new user"",
            rich_help_panel=""Additional Data"",
        ),
    ]"
docs_src\commands\help\tutorial007_an_py310.py,config,configuration,str
docs_src\commands\help\tutorial007_an_py39.py,create,username,"Annotated[str, typer.Argument(help=""The username to create"")]"
docs_src\commands\help\tutorial007_an_py39.py,create,lastname,"Annotated[
        str,
        typer.Argument(
            help=""The last name of the new user"", rich_help_panel=""Secondary Arguments""
        ),
    ]"
docs_src\commands\help\tutorial007_an_py39.py,create,force,"Annotated[bool, typer.Option(help=""Force the creation of the user"")]"
docs_src\commands\help\tutorial007_an_py39.py,create,age,"Annotated[
        Union[int, None],
        typer.Option(help=""The age of the new user"", rich_help_panel=""Additional Data""),
    ]"
docs_src\commands\help\tutorial007_an_py39.py,create,favorite_color,"Annotated[
        Union[str, None],
        typer.Option(
            help=""The favorite color of the new user"",
            rich_help_panel=""Additional Data"",
        ),
    ]"
docs_src\commands\help\tutorial007_an_py39.py,config,configuration,str
docs_src\commands\help\tutorial007_py310.py,create,username,str
docs_src\commands\help\tutorial007_py310.py,create,lastname,str
docs_src\commands\help\tutorial007_py310.py,create,force,bool
docs_src\commands\help\tutorial007_py310.py,create,age,int | None
docs_src\commands\help\tutorial007_py310.py,create,favorite_color,str | None
docs_src\commands\help\tutorial007_py310.py,config,configuration,str
docs_src\commands\help\tutorial007_py39.py,create,username,str
docs_src\commands\help\tutorial007_py39.py,create,lastname,str
docs_src\commands\help\tutorial007_py39.py,create,force,bool
docs_src\commands\help\tutorial007_py39.py,create,age,"Union[int, None]"
docs_src\commands\help\tutorial007_py39.py,create,favorite_color,"Union[str, None]"
docs_src\commands\help\tutorial007_py39.py,config,configuration,str
docs_src\commands\help\tutorial008_py39.py,create,username,str
docs_src\commands\name\tutorial001_py39.py,cli_create_user,username,str
docs_src\commands\name\tutorial001_py39.py,cli_delete_user,username,str
docs_src\commands\options\tutorial001_an_py39.py,create,username,str
docs_src\commands\options\tutorial001_an_py39.py,delete,username,str
docs_src\commands\options\tutorial001_an_py39.py,delete,force,"Annotated[
        bool, typer.Option(prompt=""Are you sure you want to delete the user?"")
    ]"
docs_src\commands\options\tutorial001_an_py39.py,delete_all,force,"Annotated[
        bool, typer.Option(prompt=""Are you sure you want to delete ALL users?"")
    ]"
docs_src\commands\options\tutorial001_py39.py,create,username,str
docs_src\commands\options\tutorial001_py39.py,delete,username,str
docs_src\commands\options\tutorial001_py39.py,delete,force,bool
docs_src\commands\options\tutorial001_py39.py,delete_all,force,bool
docs_src\arguments\default\tutorial001_an_py39.py,main,name,"Annotated[str, typer.Argument()]"
docs_src\arguments\default\tutorial001_py39.py,main,name,str
docs_src\arguments\default\tutorial002_an_py39.py,main,name,"Annotated[str, typer.Argument(default_factory=get_name)]"
docs_src\arguments\default\tutorial002_py39.py,main,name,str
docs_src\arguments\envvar\tutorial001_an_py39.py,main,name,"Annotated[str, typer.Argument(envvar=""AWESOME_NAME"")]"
docs_src\arguments\envvar\tutorial001_py39.py,main,name,str
docs_src\arguments\envvar\tutorial002_an_py39.py,main,name,"Annotated[str, typer.Argument(envvar=[""AWESOME_NAME"", ""GOD_NAME""])]"
docs_src\arguments\envvar\tutorial002_py39.py,main,name,str
docs_src\arguments\envvar\tutorial003_an_py39.py,main,name,"Annotated[
        str, typer.Argument(envvar=""AWESOME_NAME"", show_envvar=False)
    ]"
docs_src\arguments\envvar\tutorial003_py39.py,main,name,str
docs_src\arguments\help\tutorial001_an_py39.py,main,name,"Annotated[str, typer.Argument(help=""The name of the user to greet"")]"
docs_src\arguments\help\tutorial001_py39.py,main,name,str
docs_src\arguments\help\tutorial002_an_py39.py,main,name,"Annotated[str, typer.Argument(help=""The name of the user to greet"")]"
docs_src\arguments\help\tutorial002_py39.py,main,name,str
docs_src\arguments\help\tutorial003_an_py39.py,main,name,"Annotated[str, typer.Argument(help=""Who to greet"")]"
docs_src\arguments\help\tutorial003_py39.py,main,name,str
docs_src\arguments\help\tutorial004_an_py39.py,main,name,"Annotated[
        str, typer.Argument(help=""Who to greet"", show_default=False)
    ]"
docs_src\arguments\help\tutorial004_py39.py,main,name,str
docs_src\arguments\help\tutorial005_an_py39.py,main,name,"Annotated[
        str,
        typer.Argument(
            help=""Who to greet"", show_default=""Deadpoolio the amazing's name""
        ),
    ]"
docs_src\arguments\help\tutorial005_py39.py,main,name,str
docs_src\arguments\help\tutorial006_an_py39.py,main,name,"Annotated[str, typer.Argument(metavar=""✨username✨"")]"
docs_src\arguments\help\tutorial006_py39.py,main,name,str
docs_src\arguments\help\tutorial007_an_py39.py,main,name,"Annotated[str, typer.Argument(help=""Who to greet"")]"
docs_src\arguments\help\tutorial007_an_py39.py,main,lastname,"Annotated[
        str, typer.Argument(help=""The last name"", rich_help_panel=""Secondary Arguments"")
    ]"
docs_src\arguments\help\tutorial007_an_py39.py,main,age,"Annotated[
        str,
        typer.Argument(help=""The user's age"", rich_help_panel=""Secondary Arguments""),
    ]"
docs_src\arguments\help\tutorial007_py39.py,main,name,str
docs_src\arguments\help\tutorial007_py39.py,main,lastname,str
docs_src\arguments\help\tutorial007_py39.py,main,age,str
docs_src\arguments\help\tutorial008_an_py39.py,main,name,"Annotated[str, typer.Argument(hidden=True)]"
docs_src\arguments\help\tutorial008_py39.py,main,name,str
docs_src\arguments\optional\tutorial000_an_py39.py,main,name,"Annotated[str, typer.Argument()]"
docs_src\arguments\optional\tutorial000_py39.py,main,name,str
docs_src\arguments\optional\tutorial001_an_py39.py,main,name,"Annotated[str, typer.Argument()]"
docs_src\arguments\optional\tutorial001_py39.py,main,name,str
docs_src\arguments\optional\tutorial002_an_py39.py,main,name,"Annotated[str, typer.Argument()]"
docs_src\arguments\optional\tutorial002_py39.py,main,name,str
docs_src\arguments\optional\tutorial003_py39.py,main,name,str
